id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
923802,sie plaudertasche,"sie plaudertasche wenn ihre junge tochter oder frau in den zweifelhaften genuß dieser ""tiere"" gekommen wäre?????
ihre reaktion möcht ich sehen.
gutmenscheln ist ja sooo korrekt und einfach auf kosten anderer.
und ja sie bessermensch, ich weiß im gegensatz zu vielen politisch korrekten schönsprechern genau von was ich spreche","sie plaudertasche wenn ihre junge tochter oder frau in den zweifelhaften genuß dieser  tiere  gekommen wäre ? ihre reaktion möcht ich sehen . gutmenscheln ist ja sooo korrekt und einfach auf kosten anderer . und ja sie bessermensch , ich weiß im gegensatz zu vielen politisch korrekten schönsprechern genau von was ich spreche",SentimentNegative,0
923803,und,und würden  diese wertvollen fachkräfte und sozialsystem und pensionssicherer fehlen?,und würden diese wertvollen fachkräfte und sozialsystem und pensionssicherer fehlen ?,SentimentNegative,0
923804,,deppenapostroph bei deppenposting.,deppenapostroph bei deppenposting .,SentimentNegative,0
923805,Die USA sind extrem nachlässig,"Die USA sind extrem nachlässig In den USA wurden alleine im Jahr 2015 20.000 straffällige, illegale Ausländer inkl. Mörder und Vergewaltiger nach der Haft einfach frei gelassen und nicht abgeschoben. Das kam jetzt ans Tageslicht, weil kürzlich einer gleich nach Haftentlassung einen Mord verübte. Legale Ausländer dürften noch seltener abgeschoben werden.

Wenn die USA so strikt bei der Durchsetzung der eigenen Gesetze wäre, dann fände Trump ja keine Resonanz.

Der Grenzzaun nach Mexiko ist seit langem beschlossene Sache. Das ist keine Erfindung Trumps. Bush und Obama haben den Zaun aber einfach nicht gebaut.","die usa sind extrem nachlässig in den usa wurden alleine im jahr 2015 20 . 000 straffällige , illegale ausländer inkl . mörder und vergewaltiger nach der haft einfach frei gelassen und nicht abgeschoben . das kam jetzt ans tageslicht , weil kürzlich einer gleich nach haftentlassung einen mord verübte . legale ausländer dürften noch seltener abgeschoben werden . wenn die usa so strikt bei der durchsetzung der eigenen gesetze wäre , dann fände trump ja keine resonanz . der grenzzaun nach mexiko ist seit langem beschlossene sache . das ist keine erfindung trumps . bush und obama haben den zaun aber einfach nicht gebaut .",SentimentNeutral,1
923806,,die dann nicht mehr - aber vll. ein paar andere,die dann nicht mehr - aber vll . ein paar andere,SentimentNegative,0
923807,,"Habe einen Freund in NY, Staatsanwalt, dem habe ich Ihre Geschichte erzählt.
In NY gibts keine derartigen Freilassungspraktiken.","habe einen freund in ny , staatsanwalt , dem habe ich ihre geschichte erzählt . in ny gibts keine derartigen freilassungspraktiken .",SentimentNeutral,1
923808,,"ham die diese widerling nach stein gebracht? (na, da tut er mir nicht leid!)


saubere bürschlein haben wir ins land gelassen.

un linz gabs schon die nächste attacke. nicht die letzte.....","ham die diese widerling nach stein gebracht ? ( na , da tut er mir nicht leid ! ) saubere bürschlein haben wir ins land gelassen . un linz gabs schon die nächste attacke . nicht die letzte .",SentimentNegative,0
923809,,Bitte schreiben Sie einen Brief ans Wiener Rathaus. Das wäre wirklich löblich.,bitte schreiben sie einen brief ans wiener rathaus . das wäre wirklich löblich .,SentimentNegative,0
923810,ich bin kein Tier,ich bin kein Tier None,ich bin kein tier none,SentimentNeutral,1
923811,,"Soweit ich weiß, nimmt Afgh. keine Migranten zurück. Sind also für immer hier gestrandet, es sei denn die beiden Staaten beschließen endlich ein Rückführungsabkommen.","soweit ich weiß , nimmt afgh . keine migranten zurück . sind also für immer hier gestrandet , es sei denn die beiden staaten beschließen endlich ein rückführungsabkommen .",SentimentNeutral,1
923812,,übersehen...bin kein morgenmensch....,übersehen . bin kein morgenmensch .,SentimentNeutral,1
923813,,"na seavas, da kommen ein paar wahnsinnszustände zusammen","na seavas , da kommen ein paar wahnsinnszustände zusammen",SentimentNeutral,1
923814,,"Wieso damit er in seiner Heimat wo eh keiner(oder nahezu keiner) wegen Vergewaltigung belangt wird weiter so machen kann?

Ich versteh es echt nicht mehr ..
Wieso verdient jeder eine zweite Chance? 
Bekommen die Opfer auch eine zweite Chance, jemand eine Zeitmaschine parat??

Ich mein wenn wenigstens Zweifel bestünden.. 
aber die sind ja nichtmal im Ansatz irgendwo erkennbar.","wieso damit er in seiner heimat wo eh keiner ( oder nahezu keiner ) wegen vergewaltigung belangt wird weiter so machen kann ? ich versteh es echt nicht mehr . wieso verdient jeder eine zweite chance ? bekommen die opfer auch eine zweite chance , jemand eine zeitmaschine parat ? ich mein wenn wenigstens zweifel bestünden . aber die sind ja nichtmal im ansatz irgendwo erkennbar .",SentimentNegative,0
923815,"Für unbegleitete minderjährige Migranten werden 97 Euro pro Tag an Betreuungseinrichtungen bezahlt. Wurden auch diese Täter so betreut, dass sie um Mitternacht am Praterstern unterwegs sind?","Für unbegleitete minderjährige Migranten werden 97 Euro pro Tag an Betreuungseinrichtungen bezahlt. Wurden auch diese Täter so betreut, dass sie um Mitternacht am Praterstern unterwegs sind? Wer hat diese Jugendlichen betreut und wieviel Geld wurde für diese Betreuung bezahlt? Wie schaut die teure Betreuung in der Praxis aus? Darüber wird nicht berichtet. Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut ausgebildet).
http://derstandard.at/2000036040090/Details-zu-Praterstern-Vergewaltigung-Opfer-gezielt-abgepasst
http://diepresse.com/home/panorama/wien/4973083/Praterstern_Studentin-von-drei-Jugendlichen-vergewaltigt","für unbegleitete minderjährige migranten werden 97 euro pro tag an betreuungseinrichtungen bezahlt . wurden auch diese täter so betreut , dass sie um mitternacht am praterstern unterwegs sind ? wer hat diese jugendlichen betreut und wieviel geld wurde für diese betreuung bezahlt ? wie schaut die teure betreuung in der praxis aus ? darüber wird nicht berichtet . frauen sind nicht einmal in einem abgesperrten damenklo sicher , weil dieses offenbar von außen mit einer münze wieder geöffnet werden kann . das wissen im gegensatz zu den meisten österreichern die unbegleiteten minderjährigen migranten ( also doch gut ausgebildet ) . URL URL",SentimentNegative,0
923816,"Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut","Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut Für unbegleitete minderjährige Migranten werden 97 Euro pro Tag an Betreuungseinrichtungen bezahlt. Wurden auch diese Täter so betreut, dass sie um Mitternacht am Praterstern unterwegs sind? Wer hat diese Jugendlichen betreut und wieviel Geld wurde für diese Betreuung bezahlt? Wie schaut die teure Betreuung in der Praxis aus? Darüber wird nicht berichtet.","frauen sind nicht einmal in einem abgesperrten damenklo sicher , weil dieses offenbar von außen mit einer münze wieder geöffnet werden kann . das wissen im gegensatz zu den meisten österreichern die unbegleiteten minderjährigen migranten ( also doch gut für unbegleitete minderjährige migranten werden 97 euro pro tag an betreuungseinrichtungen bezahlt . wurden auch diese täter so betreut , dass sie um mitternacht am praterstern unterwegs sind ? wer hat diese jugendlichen betreut und wieviel geld wurde für diese betreuung bezahlt ? wie schaut die teure betreuung in der praxis aus ? darüber wird nicht berichtet .",SentimentNegative,0
923817,"Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut","Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut http://derstandard.at/2000036040090/Details-zu-Praterstern-Vergewaltigung-Opfer-gezielt-abgepasst  
http://diepresse.com/home/panorama/wien/4973083/Praterstern_Studentin-von-drei-Jugendlichen-vergewaltigt
http://diepresse.com/home/panorama/oesterreich/4973294/Sexualdelikte_Ueberhang-bei-afghanischen-Taetern?from=simarchiv
 
Für unbegleitete minderjährige Migranten werden 97 Euro pro Tag an Betreuungseinrichtungen bezahlt. Wurden auch diese Täter so betreut, dass sie um Mitternacht am Praterstern unterwegs sind? Wer hat diese Jugendlichen betreut und wieviel Geld wurde für diese Betreuung bezahlt? Wie schaut die teure Betreuung in der Praxis aus? Darüber wird nicht berichtet.","frauen sind nicht einmal in einem abgesperrten damenklo sicher , weil dieses offenbar von außen mit einer münze wieder geöffnet werden kann . das wissen im gegensatz zu den meisten österreichern die unbegleiteten minderjährigen migranten ( also doch gut URL URL URL für unbegleitete minderjährige migranten werden 97 euro pro tag an betreuungseinrichtungen bezahlt . wurden auch diese täter so betreut , dass sie um mitternacht am praterstern unterwegs sind ? wer hat diese jugendlichen betreut und wieviel geld wurde für diese betreuung bezahlt ? wie schaut die teure betreuung in der praxis aus ? darüber wird nicht berichtet .",SentimentNegative,0
923818,es gibt keine Statistik über Verbrechensopfer in Ö,"es gibt keine Statistik über Verbrechensopfer in Ö VERBRECHENSOPFER IN Ö (es gibt keine Statistik über Verbrechensopfer in Ö, wie im Rechnungshofbericht bemängelt wurde).
http://www.mobbing-konkret.at/verbrechensopfer-in-%C3%B6/

Im Artikel ""Opfer falsch verstandener Humanität""  von HOZA (erschienen in ""Soziale Sicherheit"" HVB wird u.a. auch das dzt. (bereits kollabierte?) Justizsystem  beleuchtet (nebst Erklärung der - oft missverstandenen - Notwehrgesetze).
http://manfred-hoza.jimdo.com/artikel/

Siehe auch: Asylantengewalt und deren Opfer
http://www.mobbing-konkret.at/asyl-asylindustrie/gewalttaten-u-gruppenvergewaltigungen-asylwerber/","es gibt keine statistik über verbrechensopfer in ö verbrechensopfer in ö ( es gibt keine statistik über verbrechensopfer in ö , wie im rechnungshofbericht bemängelt wurde ) . URL im artikel  opfer falsch verstandener humanität  von hoza ( erschienen in  soziale sicherheit  hvb wird u . a . auch das dzt . ( bereits kollabierte ? ) justizsystem beleuchtet ( nebst erklärung der - oft missverstandenen - notwehrgesetze ) . URL siehe auch : asylantengewalt und deren opfer URL",SentimentNegative,0
923819,,seltene Krankheit - wird bei uns in Staatsgewahrsam natürlich behandelt.,seltene krankheit - wird bei uns in staatsgewahrsam natürlich behandelt .,SentimentNegative,0
923820,,"sollte man meinen.
Stimmen die Meldungen des Boulevards, wird gegen eine Beamtin ermittelt, weil einer der Verdächtigen.... ach pfeif drauf.... einer der Täter bei einer Rangelei blaue Flecken davongetragen hat....","sollte man meinen . stimmen die meldungen des boulevards , wird gegen eine beamtin ermittelt , weil einer der verdächtigen . ach pfeif drauf . einer der täter bei einer rangelei blaue flecken davongetragen hat .",SentimentNeutral,1
924682,,"Es geht um Diskriminierung- Wenn die Flüchtlinge mehr zahlen müssten, den Shit-Storm würde ich gerne sehen. Aber die Einwohner der Stadt, darf man ja diskriminieren.","es geht um diskriminierung- wenn die flüchtlinge mehr zahlen müssten , den shit-storm würde ich gerne sehen . aber die einwohner der stadt , darf man ja diskriminieren .",SentimentNegative,0
924697,,1781 = 235 Jahre,1781 = 235 jahre,SentimentNeutral,1
924698,,"Mir doch egal, ob du das glaubst...
Aber wieder typisch für die, die ausser sudern und schimpfen nix zusammenbringen.","mir doch egal , ob du das glaubst . aber wieder typisch für die , die ausser sudern und schimpfen nix zusammenbringen .",SentimentNegative,0
924705,,"Das ist wohl sehr unwahrscheinlich. Wenn man bedenkt wie die ÖVP und die SPÖ in ihrer derzeitig achsotollen Koalition herumstreiten, würde die Gesetzgebung mit noch einer Partei im Mix wohl im totalen Chaos enden und weniger in einer Verfassungsänderung. 

Lustig wäre es zu sehen, was die FPÖ macht wenn sie eine Minderheitsregierung bilden müssen.","das ist wohl sehr unwahrscheinlich . wenn man bedenkt wie die övp und die spö in ihrer derzeitig achsotollen koalition herumstreiten , würde die gesetzgebung mit noch einer partei im mix wohl im totalen chaos enden und weniger in einer verfassungsänderung . lustig wäre es zu sehen , was die fpö macht wenn sie eine minderheitsregierung bilden müssen .",SentimentNeutral,1
926220,,"besser klingonisch gscheit glernt als deutsch halbats. es heißt ""wer lehrt sein kind...""",besser klingonisch gscheit glernt als deutsch halbats . es heißt  wer lehrt sein kind . ,SentimentNeutral,1
926234,1) Wir sind nicht per Du.,"1) Wir sind nicht per Du. 2) Wenn im Duden ""süddeutsch, österreichisch"" steht, bedeutet das: ""eingebürgerter Fehler südlich des Weißwurstäquators"".
3) Wenn man leicht ""genervt"" ist, empfiehlt es sich, keine Postings zu lesen.","1 ) wir sind nicht per du . 2 ) wenn im duden  süddeutsch , österreichisch  steht , bedeutet das :  eingebürgerter fehler südlich des weißwurstäquators  . 3 ) wenn man leicht  genervt  ist , empfiehlt es sich , keine postings zu lesen .",SentimentNegative,0
928311,Aufklärung statt Angstpolitik bitte.,"Aufklärung statt Angstpolitik bitte. 1. Es handelt sich um Verhandlungspapiere, in welchen die maximalen Forderungen der beiden Verhandlungspartner niedergeschrieben sind. Das ist noch lange nicht der fertige Vertrag. Beamte wollen auch immer erst 10% mehr Lohn... logisch!

2. Warum sollen wir so viel Angst vor Gentechnik,  Zellforschung etc. haben und gleichzeitig werden unsere Tiere selbstverständlich mit Antibiotika vollgepumpt. Das scheint keinen zu stören, obwohl Wissenschaftler schon lange vor den katastrophalen Auswirkungen warnen!

3. Warum klärt unsere Qualitätspresse nicht nüchtern und klar auf, sondern springt auf den Panikzug des Boulevard und der Populisten auf?","aufklärung statt angstpolitik bitte . 1 . es handelt sich um verhandlungspapiere , in welchen die maximalen forderungen der beiden verhandlungspartner niedergeschrieben sind . das ist noch lange nicht der fertige vertrag . beamte wollen auch immer erst 10 % mehr lohn . logisch ! 2 . warum sollen wir so viel angst vor gentechnik , zellforschung etc . haben und gleichzeitig werden unsere tiere selbstverständlich mit antibiotika vollgepumpt . das scheint keinen zu stören , obwohl wissenschaftler schon lange vor den katastrophalen auswirkungen warnen ! 3 . warum klärt unsere qualitätspresse nicht nüchtern und klar auf , sondern springt auf den panikzug des boulevard und der populisten auf ?",SentimentNeutral,1
928646,,Bisheriger Punktestand: 4 Menschen die beschissen geschlafen haben.,bisheriger punktestand : 4 menschen die beschissen geschlafen haben .,SentimentNeutral,1
928648,Ha!  Der Friedhof,Ha!  Der Friedhof Da geh ich auf Wipfelsuche und hab gleichzeitig den Friedhof gesehen. Traum!,ha ! der friedhof da geh ich auf wipfelsuche und hab gleichzeitig den friedhof gesehen . traum !,SentimentNeutral,1
928657,,Lärm!,lärm !,SentimentNeutral,1
928663,,"gut ich war jetzt drei wochen in a row nicht in latein. das entspricht im fernstudium ca 1,5 monaten. fuck bin ich im oasch daham","gut ich war jetzt drei wochen in a row nicht in latein . das entspricht im fernstudium ca 1 , 5 monaten . fuck bin ich im oasch daham",SentimentNeutral,1
928664,,Erstens das und zweitens die Burenhaut.,erstens das und zweitens die burenhaut .,SentimentNeutral,1
928665,,"solang du in derart vielen worten bösartig sein kannst, zertifiziere ich dir persönlich deine geistige gesundheit. Gez. Dr. Cosini","solang du in derart vielen worten bösartig sein kannst , zertifiziere ich dir persönlich deine geistige gesundheit . gez . dr . cosini",SentimentNeutral,1
928666,,"""Dr. Hatler bitte zur Suizid Selbsthilfegruppe... ^^", dr . hatler bitte zur suizid selbsthilfegruppe . EMOTICON,SentimentNeutral,1
929637,"Die einzige ""Anomalie"" ist der Besatzungsstatus.","Die einzige ""Anomalie"" ist der Besatzungsstatus. None",die einzige  anomalie  ist der besatzungsstatus . none,SentimentNegative,0
929638,,"Dies ist Annexion, aber nicht durch die Hintertür sondern völlig offensichtlich.

Man wird um Sanktionen gegen Israel nicht herumkommen mit dieser aggressiven Expansionspolitik.","dies ist annexion , aber nicht durch die hintertür sondern völlig offensichtlich . man wird um sanktionen gegen israel nicht herumkommen mit dieser aggressiven expansionspolitik .",SentimentNegative,0
929639,Fuck it!,Fuck it! Recht ist nicht immer gerecht....,fuck it ! recht ist nicht immer gerecht .,SentimentNegative,0
929640,,"Srsly. WTF?!
Israle = Wolf im...",srsly . wtf ? ! israle = wolf im .,SentimentNegative,0
929641,"Illegale Okkupation, ganz klar.","Illegale Okkupation, ganz klar. None","illegale okkupation , ganz klar . none",SentimentNegative,0
929642,Groß-Israel-Politik - aber die verzweifelten Palästinenser sind die Bösen,Groß-Israel-Politik - aber die verzweifelten Palästinenser sind die Bösen None,groß-israel-politik - aber die verzweifelten palästinenser sind die bösen none,SentimentNegative,0
929643,,"unglaublich dreist von den Israelis. 
natürlich wollen sie das komplette gebiet haben, ich bezweifle auch nicht dass dies ein Geheimnis ist. man hätte ihnen niemals anbieten sollen dort zu siedeln","unglaublich dreist von den israelis . natürlich wollen sie das komplette gebiet haben , ich bezweifle auch nicht dass dies ein geheimnis ist . man hätte ihnen niemals anbieten sollen dort zu siedeln",SentimentNegative,0
929644,Für die palästinensische Bevölkerung soll weiterhin die Militärjustiz zuständig sein,"Für die palästinensische Bevölkerung soll weiterhin die Militärjustiz zuständig sein quod licet iovi, non licet bovi

und daß mir jetzt keiner mit dem bösen a-wort kommt...","für die palästinensische bevölkerung soll weiterhin die militärjustiz zuständig sein quod licet iovi , non licet bovi und daß mir jetzt keiner mit dem bösen a-wort kommt .",SentimentNegative,0
929645,,"""Jüdisches Heim"" auf Kamikaze-Kurs", jüdisches heim  auf kamikaze-kurs,SentimentNegative,0
929646,,"Tja, blöd dass da immer noch andere Leute sind...
:S","tja , blöd dass da immer noch andere leute sind . : s",SentimentNegative,0
929647,,"Was meint die EU, was mein Frau Merkel? Wird das nächste U-Boot zur Strafe einen Monat später geliefert?","was meint die eu , was mein frau merkel ? wird das nächste u-boot zur strafe einen monat später geliefert ?",SentimentNegative,0
929648,Da müssen wir Guten halt wieder mal Besorgnis äußern,Da müssen wir Guten halt wieder mal Besorgnis äußern None,da müssen wir guten halt wieder mal besorgnis äußern none,SentimentNegative,0
929649,natürlich wollen sie das komplette gebiet haben,"natürlich wollen sie das komplette gebiet haben nur ohne die leute, die schon dort sind

""man hätte ihnen niemals anbieten sollen dort zu siedeln""

hat man ja auch nicht","natürlich wollen sie das komplette gebiet haben nur ohne die leute , die schon dort sind  man hätte ihnen niemals anbieten sollen dort zu siedeln  hat man ja auch nicht",SentimentNegative,0
929650,,"Es wird geliefert, sicherlich pünktlich unter der Bedingung keine Einsätze in den gesetzten Gebieten.","es wird geliefert , sicherlich pünktlich unter der bedingung keine einsätze in den gesetzten gebieten .",SentimentNegative,0
929651,Wo sind sie nun,Wo sind sie nun die Verteidiger Israels völkerrechtswidrigen Siedlerkolonialismus?,wo sind sie nun die verteidiger israels völkerrechtswidrigen siedlerkolonialismus ?,SentimentNegative,0
929652,Neues Gesetz schon beschlossen?,"Neues Gesetz schon beschlossen? Nachdem ich den APA-Artikel hier las zog ich mir eine israelische Quelle rein - um dort zu lesen, dass dies gerade mal ein Vorschlag der Justizministerin wäre, die dieses seit längerem im Israel heiß diskutierte Gesetz ""prioritär"" behandeln will.

http://www.timesofisrael.com/shaked-to-revive-bill-to-extend-civil-law-to-settlements/

Desweiteren noch zahlreiche andere ""Ungenauigkeiten"", wie zb die Unterstelltung, israelisches Gesetz würde nicht für Palästinenser gelten. Jene 22000 Palästinensern, die in Siedlungsbetrieben angestellt sind, würden dann natürlich dieselben Rechte wie israelische Arbeitnehmer erhalten.","neues gesetz schon beschlossen ? nachdem ich den apa-artikel hier las zog ich mir eine israelische quelle rein - um dort zu lesen , dass dies gerade mal ein vorschlag der justizministerin wäre , die dieses seit längerem im israel heiß diskutierte gesetz  prioritär  behandeln will . URL desweiteren noch zahlreiche andere  ungenauigkeiten  , wie zb die unterstelltung , israelisches gesetz würde nicht für palästinenser gelten . jene 22000 palästinensern , die in siedlungsbetrieben angestellt sind , würden dann natürlich dieselben rechte wie israelische arbeitnehmer erhalten .",SentimentNeutral,1
929653,,"o.k., dann aber im gegenzug bitte auch allen palästinenserInnen in den besetzten gebieten das volle aktive und passive wahlrecht zur knesset. dann wär's ein fairer deal.","o . k . , dann aber im gegenzug bitte auch allen palästinenserinnen in den besetzten gebieten das volle aktive und passive wahlrecht zur knesset . dann wär ' s ein fairer deal .",SentimentNegative,0
929654,Neues Gesetz schon beschlossen?,Neues Gesetz schon beschlossen? das wurde auch nicht behauptet ....,neues gesetz schon beschlossen ? das wurde auch nicht behauptet .,SentimentNeutral,1
929655,Der Gaza,Der Gaza muss ausreichen!,der gaza muss ausreichen !,SentimentNegative,0
929656,,"""Jene 22000 Palästinensern, die in Siedlungsbetrieben angestellt sind, würden dann natürlich dieselben Rechte wie israelische Arbeitnehmer erhalten.""

für diesen satz kann man sie leider nur naiv nennen."," jene 22000 palästinensern , die in siedlungsbetrieben angestellt sind , würden dann natürlich dieselben rechte wie israelische arbeitnehmer erhalten .  für diesen satz kann man sie leider nur naiv nennen .",SentimentNegative,0
929657,"Es gehe darum, eine ""Anomalie"" zu beenden","Es gehe darum, eine ""Anomalie"" zu beenden Die Aussage ist korrekt, nur das Ziel ist das falsche!

Sollen sie machen, aber sie sollten sich nicht wundern wenn schluß ist mit der Tätschelei.

Genau an diesem Punkt zeigt sich die israelische Apartheid.

Sie ist gewollt und sie ist für jeden sichtbar, außer natürlich für die bedingungslosen Unterstützer einer international illegalen Politik.

Israel hat kein Existenzrecht in Palästina!","es gehe darum , eine  anomalie  zu beenden die aussage ist korrekt , nur das ziel ist das falsche ! sollen sie machen , aber sie sollten sich nicht wundern wenn schluß ist mit der tätschelei . genau an diesem punkt zeigt sich die israelische apartheid . sie ist gewollt und sie ist für jeden sichtbar , außer natürlich für die bedingungslosen unterstützer einer international illegalen politik . israel hat kein existenzrecht in palästina !",SentimentNegative,0
929658,,"Es ist eine Schande, dass im 21. Jahrhundert immer noch derart dreist und menschenverachtend kolonialisiert wird. Um die meist reflexartigen Antworten mancher Israel Fans vorzubeugen: Kritik an einer Politik oder an einer Regierung hat nicht immer mit Rassismus zu tun.","es ist eine schande , dass im 21 . jahrhundert immer noch derart dreist und menschenverachtend kolonialisiert wird . um die meist reflexartigen antworten mancher israel fans vorzubeugen : kritik an einer politik oder an einer regierung hat nicht immer mit rassismus zu tun .",SentimentNegative,0
929659,Sie scheinen den Artikel nicht gelesen zu haben!,Sie scheinen den Artikel nicht gelesen zu haben! None,sie scheinen den artikel nicht gelesen zu haben ! none,SentimentNegative,0
929660,welches Recht`?,welches Recht`? None,welches recht ` ? none,SentimentNegative,0
929661,Das wissen die genau,Das wissen die genau es ist jedoch ihr Standard Vorwurf um einer Diskussion auszuweichen,das wissen die genau es ist jedoch ihr standard vorwurf um einer diskussion auszuweichen,SentimentNegative,0
929662,was?,was? None,was ? none,SentimentNeutral,1
929663,,"Das Problem ist das die USA die Expansion unterstützen.

Das führt dann dazu, das es keine Verhandlungen gibt sondern nur einseitig militärische Apartheid.","das problem ist das die usa die expansion unterstützen . das führt dann dazu , das es keine verhandlungen gibt sondern nur einseitig militärische apartheid .",SentimentNegative,0
929664,,"annexion darf man zu dieser annexion nicht sagen es geht ja um israel. auf der krim gab es eine volksabstimmung, die darf man annexion nennen es geht ja um russland. so einfach funktioniert die welt.","annexion darf man zu dieser annexion nicht sagen es geht ja um israel . auf der krim gab es eine volksabstimmung , die darf man annexion nennen es geht ja um russland . so einfach funktioniert die welt .",SentimentNegative,0
929665,es wäre schon recht,es wäre schon recht wenn man ihnen das Wahlrecht für das palästinensische Parlament zugestehen würde.,es wäre schon recht wenn man ihnen das wahlrecht für das palästinensische parlament zugestehen würde .,SentimentNeutral,1
929666,So erübrigt sich die Frage warum Menschen zu Attentätern werden,So erübrigt sich die Frage warum Menschen zu Attentätern werden Ich würde es auch werden!,so erübrigt sich die frage warum menschen zu attentätern werden ich würde es auch werden !,SentimentNegative,0
929667,Ein Land in dem es jeweils ein Gesetz für illegale Einwanderer und für die Bürger des Landes gibt,Ein Land in dem es jeweils ein Gesetz für illegale Einwanderer und für die Bürger des Landes gibt Wie nennt man sowas noch mal?,ein land in dem es jeweils ein gesetz für illegale einwanderer und für die bürger des landes gibt wie nennt man sowas noch mal ?,SentimentNegative,0
929668,"Mandela-Statue in Palästina angekommen, aber nicht sein Vermächtnis","Mandela-Statue in Palästina angekommen, aber nicht sein Vermächtnis by Amer Zahr

Five days ago, the Palestinian people received a gift from the people of South Africa.

Last Tuesday, a massive 6-meter tall bronze statue of Nelson Mandela was unveiled in Ramallah. (That’s about 20 feet to us Americans.) The occasion was met with much fanfare, and the ceremony was led by the current president of the Palestinian Authority, Mahmoud Abbas.

....weiter lesen....
http://der-semit.de/mandela-statue-in-palaestina-angekommen-aber-nicht-sein-vermaechtnis/","mandela-statue in palästina angekommen , aber nicht sein vermächtnis by amer zahr five days ago , the palestinian people received a gift from the people of south africa . last tuesday , a massive 6-meter tall bronze statue of nelson mandela was unveiled in ramallah . ( that ’ s about 20 feet to us americans . ) the occasion was met with much fanfare , and the ceremony was led by the current president of the palestinian authority , mahmoud abbas . . weiter lesen . URL",SentimentNeutral,1
929669,Ich stimme zu,"Ich stimme zu Meine Kommentare in dennen das Wort A......d steht wurde zensiert.

Man hat etwas gegen die Wahrheit, muss man leider feststellen.","ich stimme zu meine kommentare in dennen das wort a . d steht wurde zensiert . man hat etwas gegen die wahrheit , muss man leider feststellen .",SentimentNegative,0
929670,,weil?,weil ?,SentimentNeutral,1
929671,Wollen Sie Palästinenser werden oder illegale Einwanderer bleiben?,Wollen Sie Palästinenser werden oder illegale Einwanderer bleiben? None,wollen sie palästinenser werden oder illegale einwanderer bleiben ? none,SentimentNegative,0
929672,"Titel: ""Neues Gesetz soll blabla""","Titel: ""Neues Gesetz soll blabla"" eine dieser typischen click baits. Dann ist man sich nicht so sicher, weil da steht nix davon dass es demnächst in Kraft tritt. Dann liest man eine andere Meldung und kommt drauf, dass schon seit längerem Heftig debattierte Gesetz wird eigentlich grad erst wieder von der Justiministerin bei einer Veranstaltung erwähnt.

In einer Demokratie kann es schon passieren dass jemand ein Gesetz fordert, und dann wird es beschlossen oder eben nicht.

Aber es braucht ja nicht einen Fakt, damit sich ""israelkritiker"" in Selbstgerechtigkeit über etwas echauffieren können das noch nicht mal existiert. Der Verdacht reicht schon.

Kein Wort darüber, dass Israel einen Weiteren Grenzübergang nach Gaza für Warenlieferungen öffnen wird: http://j.mp/1UuL0HR","titel :  neues gesetz soll blabla  eine dieser typischen click baits . dann ist man sich nicht so sicher , weil da steht nix davon dass es demnächst in kraft tritt . dann liest man eine andere meldung und kommt drauf , dass schon seit längerem heftig debattierte gesetz wird eigentlich grad erst wieder von der justiministerin bei einer veranstaltung erwähnt . in einer demokratie kann es schon passieren dass jemand ein gesetz fordert , und dann wird es beschlossen oder eben nicht . aber es braucht ja nicht einen fakt , damit sich  israelkritiker  in selbstgerechtigkeit über etwas echauffieren können das noch nicht mal existiert . der verdacht reicht schon . kein wort darüber , dass israel einen weiteren grenzübergang nach gaza für warenlieferungen öffnen wird : URL",SentimentNegative,0
